状态,文件路径,分类目录,功能/玩法分类,所属模块,备注,需要主团队评估
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/player/DeviceIdCheckErrorNtfClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/player/IPHasChangedNtfClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/player/SimulateLimitNtfClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only B,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/rich/Nr3e8BoardExitClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/room/RoomConfirmEnterCancelNtfClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/room/RoomConfirmEnterNtfClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/room/RoomStarPConfirmEnterProgressNtfClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/room/RoomStarPEnterGameNtfClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only B,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/season/UpdatedSeasonReviewRedPointInfoClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/BatchGetStarPInfoClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/GetStarPDetailInfoListClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/GetStarPInfoListClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPAblerToApplyAdminNtfClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPAdminTransferClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPApplyNtfClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPApplyResultNtfClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPAssistOrderStatusNtfClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPAttrNtfClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPBanEnterClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPChatGroupKeyNtfClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPChooseInitEquipSuitClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPCreateClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPCreateOfficialClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPDelRoleByselfClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPDelUserClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPExitDsNtfClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPGetFunctionControlClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPGetMyContactRecordListClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPGetPetFormationClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPGetPlayerWearItemInfoClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPGetPlayerWorldInfoClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPGetRoleListClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPGetUnlockDataClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPGuideStepFlowClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPInviteClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPInviteNtfClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPJoinGuildSuccNtfClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPLoadDsCommonDbInfoClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPModifyRoomClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPPetTradeCancelWishClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPPetTradeFocusPlayerClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPPetTradeGetFocusPlayerClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPPetTradeUpdateWishClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPPlayerNtfClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPPublishClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPPvpMatchPenaltyStatusNtfClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPRoleStatusClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPSaveDressUpClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPSetChatPetIconIDClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPSetPetFormationClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPSetPreDelTimeClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPShipActionClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPShockRewardListClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPSocInteractionRatioClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPSubmitAssistOrderClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPTipsNtfClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPVisitorGetAvailSpClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/StarPVoteForDelUserClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starp/TryQuickEnterOfficialStarPRoomClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starpgame/StarPAcceptApplicationClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starpgame/StarPAcceptInvitationClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starpgame/StarPApplyJoinGroupClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starpgame/StarPGroupGetPetEggClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starpgame/StarPGroupJoinChatGroupClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starpgame/StarPGroupMemberListClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starpgame/StarPGroupSaveSettingsClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starpgame/StarPInviteJoinGroupClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starpgame/StarPKickGroupMemberClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starpgame/StarPLeaveGroupClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starpgame/StarPPlayerDoLotteryClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starpgame/StarPPlayerGetLotteryInfoClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starpgame/StarPPlayerShopInfoClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starpgame/StarPQueryGroupApplicationClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starpgame/StarPQueryGroupInvitationClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starpgame/StarPRecommendGroupListClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starpgame/StarPSetJoinTypeClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starpgame/StarPSetTitleClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/cs/gamesvr/starproom/StarPPvpStartFailNtfClientHandler.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only B,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/flow/cook/CookCreateFlow.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only B,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/flow/cook/CookDecorateFlow.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only B,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/flow/cook/CookEnterFlow.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only B,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/flow/cook/CookEvictBadGuyFlow.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only B,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/flow/cook/CookExitFlow.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only B,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/flow/cook/CookFetchVisitantInfoFlow.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only B,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/flow/cook/CookVisitantCancelProtectFlow.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only B,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/flow/cook/CookVisitantPrebookFlow.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only B,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/flow/cook/CookVisitantServeFlow.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only B,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/flow/cook/CookVisitantStealFlow.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Both,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/flow/house/HouseDecorateFlow.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Both,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/flow/house/HouseExtendFlow.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/flow/starp/StarPApplyAdminRoleFlow.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/flow/starp/StarPBanFlow.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/flow/starp/StarPBatchGetInfoListFlow.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/flow/starp/StarPBatchGetStarPInfoFlow.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/flow/starp/StarPCanAdminFlow.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/flow/starp/StarPCreateFlow.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/flow/starp/StarPCreateOfficialFlow.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/flow/starp/StarPDelFlow.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/flow/starp/StarPDelRoleByselfFlow.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/flow/starp/StarPDelRoleFlow.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/flow/starp/StarPExitFlow.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/flow/starp/StarPGetInfoListFlow.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/flow/starp/StarPGetMyRoleFlow.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/flow/starp/StarPGetStarPInfoListFlow.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/flow/starp/StarPJoinFlow.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/flow/starp/StarPModifyFlow.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/flow/starp/StarPRejectInviteFlow.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/flow/starp/StarPTransferFlow.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/flow/starp/StarPublishFlow.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Both,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/flow/ugc/UgcPublishMapFlow.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Both,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/protocol/Protocol.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotApplyOpScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only B,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotFarmCookScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Both,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotFarmScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Both,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotGMScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Both,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotLetsGoStateMachineScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Both,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotRaffleScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotSPApplyAdminRoleScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotSPApplyAdminScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotSPApplyOpScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotSPBanJoinScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotSPBatchGetPlayerPublicInfoScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotSPBattle.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotSPBattleSvrChaos.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotSPCreateOfficialScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotSPCreateScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotSPDelScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotSPGetRoomInfoListScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotSPMatch.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotSPMatchSvrChaos.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotSPModifyRoomScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotSPPveInviteScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotSPPveSingleMatchScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotSPRoomApplyAdminRoleScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotSPRoomBatchScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotSPRoomCheckAblerToApplyAdminScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotSPRoomDelRoleByselfScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotSPRoomESScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotSPRoomEnterAndExitScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotSPRoomGetDetailInfoListScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotSPRoomInviteScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotSPRoomPublishScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotSPRoomSvrScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotSPSearchScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotSPStarPScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotSPStarPSvrScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotSPStarpaccountScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotSPStarpaccountSvrScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotSPTeamCreateScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotSPTeamInviteScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotSPTeamSyncScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Only A,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/RobotSPTransferScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
Both,WeA/projects/simulator4j/src/main/java/com/tencent/wea/simulator4j/scene/com/AbstractScene.java,WeA/projects/simulator4j,simulator4j,simulator4j,,
